student,vak,activiteit,zaal,dag,tijdslot
Jarik,Interactie-ontwerp,h1,C0.110,Dag3,13
Jersey,Interactie-ontwerp,h1,C0.110,Dag3,13
Kathryn,Interactie-ontwerp,h1,C0.110,Dag3,13
Laurent,Interactie-ontwerp,h1,C0.110,Dag3,13
Maggy,Interactie-ontwerp,h1,C0.110,Dag3,13
Malte,Interactie-ontwerp,h1,C0.110,Dag3,13
Maran,Interactie-ontwerp,h1,C0.110,Dag3,13
Marrit,Interactie-ontwerp,h1,C0.110,Dag3,13
Mattijs,Interactie-ontwerp,h1,C0.110,Dag3,13
Nanet,Interactie-ontwerp,h1,C0.110,Dag3,13
Quido,Interactie-ontwerp,h1,C0.110,Dag3,13
Rijkje,Interactie-ontwerp,h1,C0.110,Dag3,13
Sergio,Interactie-ontwerp,h1,C0.110,Dag3,13
Vincentius,Interactie-ontwerp,h1,C0.110,Dag3,13
Xiao,Interactie-ontwerp,h1,C0.110,Dag3,13
Yee,Interactie-ontwerp,h1,C0.110,Dag3,13
Amadou,Interactie-ontwerp,h2,C1.112,Dag3,13
Anthonius,Interactie-ontwerp,h2,C1.112,Dag3,13
Berit,Interactie-ontwerp,h2,C1.112,Dag3,13
Buck,Interactie-ontwerp,h2,C1.112,Dag3,13
Carmela,Interactie-ontwerp,h2,C1.112,Dag3,13
Devon,Interactie-ontwerp,h2,C1.112,Dag3,13
Fynn,Interactie-ontwerp,h2,C1.112,Dag3,13
Hedwich,Interactie-ontwerp,h2,C1.112,Dag3,13
Jacky,Interactie-ontwerp,h2,C1.112,Dag3,13
Jarik,Interactie-ontwerp,h2,C1.112,Dag3,13
Jersey,Interactie-ontwerp,h2,C1.112,Dag3,13
Kathryn,Interactie-ontwerp,h2,C1.112,Dag3,13
Laurent,Interactie-ontwerp,h2,C1.112,Dag3,13
Maggy,Interactie-ontwerp,h2,C1.112,Dag3,13
Malte,Interactie-ontwerp,h2,C1.112,Dag3,13
Maran,Interactie-ontwerp,h2,C1.112,Dag3,13
Marrit,Interactie-ontwerp,h2,C1.112,Dag3,13
Mattijs,Interactie-ontwerp,h2,C1.112,Dag3,13
Nanet,Interactie-ontwerp,h2,C1.112,Dag3,13
Quido,Interactie-ontwerp,h2,C1.112,Dag3,13
Rijkje,Interactie-ontwerp,h2,C1.112,Dag3,13
Sergio,Interactie-ontwerp,h2,C1.112,Dag3,13
Vincentius,Interactie-ontwerp,h2,C1.112,Dag3,13
Xiao,Interactie-ontwerp,h2,C1.112,Dag3,13
Yee,Interactie-ontwerp,h2,C1.112,Dag3,13
Amadou,Kansrekenen 2,h1,A1.04,Dag3,15
Amos,Kansrekenen 2,h1,A1.04,Dag3,15
Angle,Kansrekenen 2,h1,A1.04,Dag3,15
Berdina,Kansrekenen 2,h1,A1.04,Dag3,15
Borre,Kansrekenen 2,h1,A1.04,Dag3,15
Btissam,Kansrekenen 2,h1,A1.04,Dag3,15
Cherilyn,Kansrekenen 2,h1,A1.04,Dag3,15
Chrystel,Kansrekenen 2,h1,A1.04,Dag3,15
Cyrano,Kansrekenen 2,h1,A1.04,Dag3,15
Darian,Kansrekenen 2,h1,A1.04,Dag3,15
Deacon,Kansrekenen 2,h1,A1.04,Dag3,15
Dinah,Kansrekenen 2,h1,A1.04,Dag3,15
Djamilla,Kansrekenen 2,h1,A1.04,Dag3,15
Doetje,Kansrekenen 2,h1,A1.04,Dag3,15
Donna,Kansrekenen 2,h1,A1.04,Dag3,15
Dorenda,Kansrekenen 2,h1,A1.04,Dag3,15
Elbertus,Kansrekenen 2,h1,A1.04,Dag3,15
Emil,Kansrekenen 2,h1,A1.04,Dag3,15
Esme,Kansrekenen 2,h1,A1.04,Dag3,15
Esperanza,Kansrekenen 2,h1,A1.04,Dag3,15
Ethan,Kansrekenen 2,h1,A1.04,Dag3,15
Evelina,Kansrekenen 2,h1,A1.04,Dag3,15
Evelyn,Kansrekenen 2,h1,A1.04,Dag3,15
Eylem,Kansrekenen 2,h1,A1.04,Dag3,15
Fransiscus,Kansrekenen 2,h1,A1.04,Dag3,15
Geerten,Kansrekenen 2,h1,A1.04,Dag3,15
Giedo,Kansrekenen 2,h1,A1.04,Dag3,15
Graciella,Kansrekenen 2,h1,A1.04,Dag3,15
Jackson,Kansrekenen 2,h1,A1.04,Dag3,15
Jennie,Kansrekenen 2,h1,A1.04,Dag3,15
Jeremey,Kansrekenen 2,h1,A1.04,Dag3,15
Jo-Anne,Kansrekenen 2,h1,A1.04,Dag3,15
Jonas,Kansrekenen 2,h1,A1.04,Dag3,15
Jort,Kansrekenen 2,h1,A1.04,Dag3,15
Juliet,Kansrekenen 2,h1,A1.04,Dag3,15
Kamil,Kansrekenen 2,h1,A1.04,Dag3,15
Kaoutar,Kansrekenen 2,h1,A1.04,Dag3,15
Karam,Kansrekenen 2,h1,A1.04,Dag3,15
Lamia,Kansrekenen 2,h1,A1.04,Dag3,15
Le,Kansrekenen 2,h1,A1.04,Dag3,15
Levien,Kansrekenen 2,h1,A1.04,Dag3,15
Linne,Kansrekenen 2,h1,A1.04,Dag3,15
Luca,Kansrekenen 2,h1,A1.04,Dag3,15
Ludovicus,Kansrekenen 2,h1,A1.04,Dag3,15
Maan,Kansrekenen 2,h1,A1.04,Dag3,15
Marrit,Kansrekenen 2,h1,A1.04,Dag3,15
Matthijs,Kansrekenen 2,h1,A1.04,Dag3,15
Mattie,Kansrekenen 2,h1,A1.04,Dag3,15
Meta,Kansrekenen 2,h1,A1.04,Dag3,15
Monika,Kansrekenen 2,h1,A1.04,Dag3,15
Naciye,Kansrekenen 2,h1,A1.04,Dag3,15
Nadeem,Kansrekenen 2,h1,A1.04,Dag3,15
Ngoc,Kansrekenen 2,h1,A1.04,Dag3,15
Nyncke,Kansrekenen 2,h1,A1.04,Dag3,15
Paulette,Kansrekenen 2,h1,A1.04,Dag3,15
Pim,Kansrekenen 2,h1,A1.04,Dag3,15
Rahim,Kansrekenen 2,h1,A1.04,Dag3,15
Rayen,Kansrekenen 2,h1,A1.04,Dag3,15
Renco,Kansrekenen 2,h1,A1.04,Dag3,15
Renze,Kansrekenen 2,h1,A1.04,Dag3,15
Rika,Kansrekenen 2,h1,A1.04,Dag3,15
Rino,Kansrekenen 2,h1,A1.04,Dag3,15
Rochelle,Kansrekenen 2,h1,A1.04,Dag3,15
Romaisa,Kansrekenen 2,h1,A1.04,Dag3,15
Saba,Kansrekenen 2,h1,A1.04,Dag3,15
Said,Kansrekenen 2,h1,A1.04,Dag3,15
Samah,Kansrekenen 2,h1,A1.04,Dag3,15
Samentha,Kansrekenen 2,h1,A1.04,Dag3,15
Sarena,Kansrekenen 2,h1,A1.04,Dag3,15
Sayfeddine,Kansrekenen 2,h1,A1.04,Dag3,15
Shannon,Kansrekenen 2,h1,A1.04,Dag3,15
Sharen,Kansrekenen 2,h1,A1.04,Dag3,15
Shauny,Kansrekenen 2,h1,A1.04,Dag3,15
Skye,Kansrekenen 2,h1,A1.04,Dag3,15
Tamar,Kansrekenen 2,h1,A1.04,Dag3,15
Timo,Kansrekenen 2,h1,A1.04,Dag3,15
Tom,Kansrekenen 2,h1,A1.04,Dag3,15
Valery,Kansrekenen 2,h1,A1.04,Dag3,15
Wafa,Kansrekenen 2,h1,A1.04,Dag3,15
Walther,Kansrekenen 2,h1,A1.04,Dag3,15
Wytse,Kansrekenen 2,h1,A1.04,Dag3,15
Yde,Kansrekenen 2,h1,A1.04,Dag3,15
Yi,Kansrekenen 2,h1,A1.04,Dag3,15
Zahir,Kansrekenen 2,h1,A1.04,Dag3,15
Amadou,Kansrekenen 2,h2,A1.06,Dag3,15
Amos,Kansrekenen 2,h2,A1.06,Dag3,15
Angle,Kansrekenen 2,h2,A1.06,Dag3,15
Berdina,Kansrekenen 2,h2,A1.06,Dag3,15
Borre,Kansrekenen 2,h2,A1.06,Dag3,15
Btissam,Kansrekenen 2,h2,A1.06,Dag3,15
Cherilyn,Kansrekenen 2,h2,A1.06,Dag3,15
Chrystel,Kansrekenen 2,h2,A1.06,Dag3,15
Cyrano,Kansrekenen 2,h2,A1.06,Dag3,15
Darian,Kansrekenen 2,h2,A1.06,Dag3,15
Deacon,Kansrekenen 2,h2,A1.06,Dag3,15
Dinah,Kansrekenen 2,h2,A1.06,Dag3,15
Djamilla,Kansrekenen 2,h2,A1.06,Dag3,15
Doetje,Kansrekenen 2,h2,A1.06,Dag3,15
Donna,Kansrekenen 2,h2,A1.06,Dag3,15
Dorenda,Kansrekenen 2,h2,A1.06,Dag3,15
Elbertus,Kansrekenen 2,h2,A1.06,Dag3,15
Emil,Kansrekenen 2,h2,A1.06,Dag3,15
Esme,Kansrekenen 2,h2,A1.06,Dag3,15
Esperanza,Kansrekenen 2,h2,A1.06,Dag3,15
Ethan,Kansrekenen 2,h2,A1.06,Dag3,15
Evelina,Kansrekenen 2,h2,A1.06,Dag3,15
Evelyn,Kansrekenen 2,h2,A1.06,Dag3,15
Eylem,Kansrekenen 2,h2,A1.06,Dag3,15
Fransiscus,Kansrekenen 2,h2,A1.06,Dag3,15
Geerten,Kansrekenen 2,h2,A1.06,Dag3,15
Giedo,Kansrekenen 2,h2,A1.06,Dag3,15
Graciella,Kansrekenen 2,h2,A1.06,Dag3,15
Jackson,Kansrekenen 2,h2,A1.06,Dag3,15
Jennie,Kansrekenen 2,h2,A1.06,Dag3,15
Jeremey,Kansrekenen 2,h2,A1.06,Dag3,15
Jo-Anne,Kansrekenen 2,h2,A1.06,Dag3,15
Jonas,Kansrekenen 2,h2,A1.06,Dag3,15
Jort,Kansrekenen 2,h2,A1.06,Dag3,15
Juliet,Kansrekenen 2,h2,A1.06,Dag3,15
Kamil,Kansrekenen 2,h2,A1.06,Dag3,15
Kaoutar,Kansrekenen 2,h2,A1.06,Dag3,15
Karam,Kansrekenen 2,h2,A1.06,Dag3,15
Lamia,Kansrekenen 2,h2,A1.06,Dag3,15
Le,Kansrekenen 2,h2,A1.06,Dag3,15
Levien,Kansrekenen 2,h2,A1.06,Dag3,15
Linne,Kansrekenen 2,h2,A1.06,Dag3,15
Luca,Kansrekenen 2,h2,A1.06,Dag3,15
Ludovicus,Kansrekenen 2,h2,A1.06,Dag3,15
Maan,Kansrekenen 2,h2,A1.06,Dag3,15
Marrit,Kansrekenen 2,h2,A1.06,Dag3,15
Matthijs,Kansrekenen 2,h2,A1.06,Dag3,15
Mattie,Kansrekenen 2,h2,A1.06,Dag3,15
Meta,Kansrekenen 2,h2,A1.06,Dag3,15
Monika,Kansrekenen 2,h2,A1.06,Dag3,15
Naciye,Kansrekenen 2,h2,A1.06,Dag3,15
Nadeem,Kansrekenen 2,h2,A1.06,Dag3,15
Ngoc,Kansrekenen 2,h2,A1.06,Dag3,15
Nyncke,Kansrekenen 2,h2,A1.06,Dag3,15
Paulette,Kansrekenen 2,h2,A1.06,Dag3,15
Pim,Kansrekenen 2,h2,A1.06,Dag3,15
Rahim,Kansrekenen 2,h2,A1.06,Dag3,15
Rayen,Kansrekenen 2,h2,A1.06,Dag3,15
Renco,Kansrekenen 2,h2,A1.06,Dag3,15
Renze,Kansrekenen 2,h2,A1.06,Dag3,15
Rika,Kansrekenen 2,h2,A1.06,Dag3,15
Rino,Kansrekenen 2,h2,A1.06,Dag3,15
Rochelle,Kansrekenen 2,h2,A1.06,Dag3,15
Romaisa,Kansrekenen 2,h2,A1.06,Dag3,15
Saba,Kansrekenen 2,h2,A1.06,Dag3,15
Said,Kansrekenen 2,h2,A1.06,Dag3,15
Samah,Kansrekenen 2,h2,A1.06,Dag3,15
Samentha,Kansrekenen 2,h2,A1.06,Dag3,15
Sarena,Kansrekenen 2,h2,A1.06,Dag3,15
Sayfeddine,Kansrekenen 2,h2,A1.06,Dag3,15
Shannon,Kansrekenen 2,h2,A1.06,Dag3,15
Sharen,Kansrekenen 2,h2,A1.06,Dag3,15
Shauny,Kansrekenen 2,h2,A1.06,Dag3,15
Skye,Kansrekenen 2,h2,A1.06,Dag3,15
Tamar,Kansrekenen 2,h2,A1.06,Dag3,15
Timo,Kansrekenen 2,h2,A1.06,Dag3,15
Tom,Kansrekenen 2,h2,A1.06,Dag3,15
Valery,Kansrekenen 2,h2,A1.06,Dag3,15
Wafa,Kansrekenen 2,h2,A1.06,Dag3,15
Walther,Kansrekenen 2,h2,A1.06,Dag3,15
Wytse,Kansrekenen 2,h2,A1.06,Dag3,15
Yde,Kansrekenen 2,h2,A1.06,Dag3,15
Yi,Kansrekenen 2,h2,A1.06,Dag3,15
Zahir,Kansrekenen 2,h2,A1.06,Dag3,15
Abdelkader,Lineaire Algebra,h1,A1.08,Dag3,15
Alexandre,Lineaire Algebra,h1,A1.08,Dag3,15
Bo,Lineaire Algebra,h1,A1.08,Dag3,15
Boy,Lineaire Algebra,h1,A1.08,Dag3,15
Catherine,Lineaire Algebra,h1,A1.08,Dag3,15
Chaimae,Lineaire Algebra,h1,A1.08,Dag3,15
Cherissa,Lineaire Algebra,h1,A1.08,Dag3,15
Cheyenna,Lineaire Algebra,h1,A1.08,Dag3,15
Chloe,Lineaire Algebra,h1,A1.08,Dag3,15
Christiaan,Lineaire Algebra,h1,A1.08,Dag3,15
Chrystel,Lineaire Algebra,h1,A1.08,Dag3,15
Cyrano,Lineaire Algebra,h1,A1.08,Dag3,15
Daisy,Lineaire Algebra,h1,A1.08,Dag3,15
Danique,Lineaire Algebra,h1,A1.08,Dag3,15
Demelza,Lineaire Algebra,h1,A1.08,Dag3,15
Dorenda,Lineaire Algebra,h1,A1.08,Dag3,15
El,Lineaire Algebra,h1,A1.08,Dag3,15
Enes,Lineaire Algebra,h1,A1.08,Dag3,15
Geurt,Lineaire Algebra,h1,A1.08,Dag3,15
Ilana,Lineaire Algebra,h1,A1.08,Dag3,15
Jackson,Lineaire Algebra,h1,A1.08,Dag3,15
Juliette,Lineaire Algebra,h1,A1.08,Dag3,15
Malcolm,Lineaire Algebra,h1,A1.08,Dag3,15
Marilene,Lineaire Algebra,h1,A1.08,Dag3,15
Maritha,Lineaire Algebra,h1,A1.08,Dag3,15
Marssae,Lineaire Algebra,h1,A1.08,Dag3,15
Mattijs,Lineaire Algebra,h1,A1.08,Dag3,15
Meta,Lineaire Algebra,h1,A1.08,Dag3,15
Naciye,Lineaire Algebra,h1,A1.08,Dag3,15
Nikie,Lineaire Algebra,h1,A1.08,Dag3,15
Quido,Lineaire Algebra,h1,A1.08,Dag3,15
Rein,Lineaire Algebra,h1,A1.08,Dag3,15
Roan,Lineaire Algebra,h1,A1.08,Dag3,15
Sahar,Lineaire Algebra,h1,A1.08,Dag3,15
Sanna,Lineaire Algebra,h1,A1.08,Dag3,15
Sarena,Lineaire Algebra,h1,A1.08,Dag3,15
Sayfeddine,Lineaire Algebra,h1,A1.08,Dag3,15
Sharan,Lineaire Algebra,h1,A1.08,Dag3,15
Shawny,Lineaire Algebra,h1,A1.08,Dag3,15
Sohrab,Lineaire Algebra,h1,A1.08,Dag3,15
Stein,Lineaire Algebra,h1,A1.08,Dag3,15
Tarah,Lineaire Algebra,h1,A1.08,Dag3,15
Tarik,Lineaire Algebra,h1,A1.08,Dag3,15
Thyrza,Lineaire Algebra,h1,A1.08,Dag3,15
Tjalle,Lineaire Algebra,h1,A1.08,Dag3,15
Tom,Lineaire Algebra,h1,A1.08,Dag3,15
Virginie,Lineaire Algebra,h1,A1.08,Dag3,15
Wichard,Lineaire Algebra,h1,A1.08,Dag3,15
Wieke,Lineaire Algebra,h1,A1.08,Dag3,15
Xanne,Lineaire Algebra,h1,A1.08,Dag3,15
Xiao,Lineaire Algebra,h1,A1.08,Dag3,15
Yanick,Lineaire Algebra,h1,A1.08,Dag3,15
Yvan,Lineaire Algebra,h1,A1.08,Dag3,15
Abdelkader,Lineaire Algebra,h2,A1.10,Dag3,15
Alexandre,Lineaire Algebra,h2,A1.10,Dag3,15
Bo,Lineaire Algebra,h2,A1.10,Dag3,15
Boy,Lineaire Algebra,h2,A1.10,Dag3,15
Catherine,Lineaire Algebra,h2,A1.10,Dag3,15
Chaimae,Lineaire Algebra,h2,A1.10,Dag3,15
Cherissa,Lineaire Algebra,h2,A1.10,Dag3,15
Cheyenna,Lineaire Algebra,h2,A1.10,Dag3,15
Chloe,Lineaire Algebra,h2,A1.10,Dag3,15
Christiaan,Lineaire Algebra,h2,A1.10,Dag3,15
Chrystel,Lineaire Algebra,h2,A1.10,Dag3,15
Cyrano,Lineaire Algebra,h2,A1.10,Dag3,15
Daisy,Lineaire Algebra,h2,A1.10,Dag3,15
Danique,Lineaire Algebra,h2,A1.10,Dag3,15
Demelza,Lineaire Algebra,h2,A1.10,Dag3,15
Dorenda,Lineaire Algebra,h2,A1.10,Dag3,15
El,Lineaire Algebra,h2,A1.10,Dag3,15
Enes,Lineaire Algebra,h2,A1.10,Dag3,15
Geurt,Lineaire Algebra,h2,A1.10,Dag3,15
Ilana,Lineaire Algebra,h2,A1.10,Dag3,15
Jackson,Lineaire Algebra,h2,A1.10,Dag3,15
Juliette,Lineaire Algebra,h2,A1.10,Dag3,15
Malcolm,Lineaire Algebra,h2,A1.10,Dag3,15
Marilene,Lineaire Algebra,h2,A1.10,Dag3,15
Maritha,Lineaire Algebra,h2,A1.10,Dag3,15
Marssae,Lineaire Algebra,h2,A1.10,Dag3,15
Mattijs,Lineaire Algebra,h2,A1.10,Dag3,15
Meta,Lineaire Algebra,h2,A1.10,Dag3,15
Naciye,Lineaire Algebra,h2,A1.10,Dag3,15
Nikie,Lineaire Algebra,h2,A1.10,Dag3,15
Quido,Lineaire Algebra,h2,A1.10,Dag3,15
Rein,Lineaire Algebra,h2,A1.10,Dag3,15
Roan,Lineaire Algebra,h2,A1.10,Dag3,15
Sahar,Lineaire Algebra,h2,A1.10,Dag3,15
Sanna,Lineaire Algebra,h2,A1.10,Dag3,15
Sarena,Lineaire Algebra,h2,A1.10,Dag3,15
Sayfeddine,Lineaire Algebra,h2,A1.10,Dag3,15
Sharan,Lineaire Algebra,h2,A1.10,Dag3,15
Shawny,Lineaire Algebra,h2,A1.10,Dag3,15
Sohrab,Lineaire Algebra,h2,A1.10,Dag3,15
Stein,Lineaire Algebra,h2,A1.10,Dag3,15
Tarah,Lineaire Algebra,h2,A1.10,Dag3,15
Tarik,Lineaire Algebra,h2,A1.10,Dag3,15
Thyrza,Lineaire Algebra,h2,A1.10,Dag3,15
Tjalle,Lineaire Algebra,h2,A1.10,Dag3,15
Tom,Lineaire Algebra,h2,A1.10,Dag3,15
Virginie,Lineaire Algebra,h2,A1.10,Dag3,15
Wichard,Lineaire Algebra,h2,A1.10,Dag3,15
Wieke,Lineaire Algebra,h2,A1.10,Dag3,15
Xanne,Lineaire Algebra,h2,A1.10,Dag3,15
Xiao,Lineaire Algebra,h2,A1.10,Dag3,15
Yanick,Lineaire Algebra,h2,A1.10,Dag3,15
Yvan,Lineaire Algebra,h2,A1.10,Dag3,15
Antonetta,Machine Learning,h1,B0.201,Dag3,15
Dana,Machine Learning,h1,B0.201,Dag3,15
Esme,Machine Learning,h1,B0.201,Dag3,15
Evelina,Machine Learning,h1,B0.201,Dag3,15
Haiko,Machine Learning,h1,B0.201,Dag3,15
Lammigje,Machine Learning,h1,B0.201,Dag3,15
Lenne,Machine Learning,h1,B0.201,Dag3,15
Luca,Machine Learning,h1,B0.201,Dag3,15
Manuel,Machine Learning,h1,B0.201,Dag3,15
Matthijs,Machine Learning,h1,B0.201,Dag3,15
Mink,Machine Learning,h1,B0.201,Dag3,15
Nanke,Machine Learning,h1,B0.201,Dag3,15
Ouidad,Machine Learning,h1,B0.201,Dag3,15
Patryk,Machine Learning,h1,B0.201,Dag3,15
Paulette,Machine Learning,h1,B0.201,Dag3,15
Rayen,Machine Learning,h1,B0.201,Dag3,15
Romy,Machine Learning,h1,B0.201,Dag3,15
Seb,Machine Learning,h1,B0.201,Dag3,15
Tamar,Machine Learning,h1,B0.201,Dag3,15
Vasco,Machine Learning,h1,B0.201,Dag3,15
Xiao,Machine Learning,h1,B0.201,Dag3,15
Yunus,Machine Learning,h1,B0.201,Dag3,15
Antonetta,Machine Learning,h2,C0.110,Dag3,15
Dana,Machine Learning,h2,C0.110,Dag3,15
Esme,Machine Learning,h2,C0.110,Dag3,15
Evelina,Machine Learning,h2,C0.110,Dag3,15
Haiko,Machine Learning,h2,C0.110,Dag3,15
Lammigje,Machine Learning,h2,C0.110,Dag3,15
Lenne,Machine Learning,h2,C0.110,Dag3,15
Luca,Machine Learning,h2,C0.110,Dag3,15
Manuel,Machine Learning,h2,C0.110,Dag3,15
Matthijs,Machine Learning,h2,C0.110,Dag3,15
Mink,Machine Learning,h2,C0.110,Dag3,15
Nanke,Machine Learning,h2,C0.110,Dag3,15
Ouidad,Machine Learning,h2,C0.110,Dag3,15
Patryk,Machine Learning,h2,C0.110,Dag3,15
Paulette,Machine Learning,h2,C0.110,Dag3,15
Rayen,Machine Learning,h2,C0.110,Dag3,15
Romy,Machine Learning,h2,C0.110,Dag3,15
Seb,Machine Learning,h2,C0.110,Dag3,15
Tamar,Machine Learning,h2,C0.110,Dag3,15
Vasco,Machine Learning,h2,C0.110,Dag3,15
Xiao,Machine Learning,h2,C0.110,Dag3,15
Yunus,Machine Learning,h2,C0.110,Dag3,15
Abdul,Moderne Databases,h1,C1.112,Dag3,15
Abram,Moderne Databases,h1,C1.112,Dag3,15
Anes,Moderne Databases,h1,C1.112,Dag3,15
Annamaria,Moderne Databases,h1,C1.112,Dag3,15
Annigje,Moderne Databases,h1,C1.112,Dag3,15
Aya,Moderne Databases,h1,C1.112,Dag3,15
Ceciel,Moderne Databases,h1,C1.112,Dag3,15
Chesney,Moderne Databases,h1,C1.112,Dag3,15
Christoffel,Moderne Databases,h1,C1.112,Dag3,15
Dax,Moderne Databases,h1,C1.112,Dag3,15
Diemer,Moderne Databases,h1,C1.112,Dag3,15
Djura,Moderne Databases,h1,C1.112,Dag3,15
Djuri,Moderne Databases,h1,C1.112,Dag3,15
Doede,Moderne Databases,h1,C1.112,Dag3,15
Elske,Moderne Databases,h1,C1.112,Dag3,15
Emme,Moderne Databases,h1,C1.112,Dag3,15
Eylem,Moderne Databases,h1,C1.112,Dag3,15
Federico,Moderne Databases,h1,C1.112,Dag3,15
Ferhan,Moderne Databases,h1,C1.112,Dag3,15
Frederic,Moderne Databases,h1,C1.112,Dag3,15
Gidon,Moderne Databases,h1,C1.112,Dag3,15
Hande,Moderne Databases,h1,C1.112,Dag3,15
Jodi,Moderne Databases,h1,C1.112,Dag3,15
Juliet,Moderne Databases,h1,C1.112,Dag3,15
Leonie,Moderne Databases,h1,C1.112,Dag3,15
Lysbeth,Moderne Databases,h1,C1.112,Dag3,15
Marck,Moderne Databases,h1,C1.112,Dag3,15
Marco,Moderne Databases,h1,C1.112,Dag3,15
Maritte,Moderne Databases,h1,C1.112,Dag3,15
Maron,Moderne Databases,h1,C1.112,Dag3,15
Maryam,Moderne Databases,h1,C1.112,Dag3,15
Maureen,Moderne Databases,h1,C1.112,Dag3,15
Micha,Moderne Databases,h1,C1.112,Dag3,15
Mouna,Moderne Databases,h1,C1.112,Dag3,15
Nanette,Moderne Databases,h1,C1.112,Dag3,15
Neele,Moderne Databases,h1,C1.112,Dag3,15
Nurcan,Moderne Databases,h1,C1.112,Dag3,15
Nuriye,Moderne Databases,h1,C1.112,Dag3,15
Nygel,Moderne Databases,h1,C1.112,Dag3,15
Patryk,Moderne Databases,h1,C1.112,Dag3,15
Pearl,Moderne Databases,h1,C1.112,Dag3,15
Rayn,Moderne Databases,h1,C1.112,Dag3,15
Rein,Moderne Databases,h1,C1.112,Dag3,15
Rhona,Moderne Databases,h1,C1.112,Dag3,15
Rieke,Moderne Databases,h1,C1.112,Dag3,15
Samah,Moderne Databases,h1,C1.112,Dag3,15
Sien,Moderne Databases,h1,C1.112,Dag3,15
Silvy,Moderne Databases,h1,C1.112,Dag3,15
Sivar,Moderne Databases,h1,C1.112,Dag3,15
Skye,Moderne Databases,h1,C1.112,Dag3,15
Vasco,Moderne Databases,h1,C1.112,Dag3,15
Vesna,Moderne Databases,h1,C1.112,Dag3,15
Virginie,Moderne Databases,h1,C1.112,Dag3,15
Yarah,Moderne Databases,h1,C1.112,Dag3,15
Abdul,Moderne Databases,w1,A1.04,Dag4,9
Abram,Moderne Databases,w1,A1.04,Dag4,9
Anes,Moderne Databases,w1,A1.04,Dag4,9
Annamaria,Moderne Databases,w1,A1.04,Dag4,9
Annigje,Moderne Databases,w1,A1.04,Dag4,9
Aya,Moderne Databases,w1,A1.04,Dag4,9
Ceciel,Moderne Databases,w1,A1.04,Dag4,9
Chesney,Moderne Databases,w1,A1.04,Dag4,9
Christoffel,Moderne Databases,w1,A1.04,Dag4,9
Dax,Moderne Databases,w1,A1.04,Dag4,9
Diemer,Moderne Databases,w1,A1.04,Dag4,9
Djura,Moderne Databases,w1,A1.04,Dag4,9
Djuri,Moderne Databases,w1,A1.04,Dag4,9
Doede,Moderne Databases,w1,A1.04,Dag4,9
Elske,Moderne Databases,w1,A1.04,Dag4,9
Emme,Moderne Databases,w1,A1.04,Dag4,9
Eylem,Moderne Databases,w1,A1.04,Dag4,9
Federico,Moderne Databases,w1,A1.04,Dag4,9
Ferhan,Moderne Databases,w1,A1.04,Dag4,9
Frederic,Moderne Databases,w1,A1.04,Dag4,9
Gidon,Moderne Databases,w1,A1.06,Dag4,9
Hande,Moderne Databases,w1,A1.06,Dag4,9
Jodi,Moderne Databases,w1,A1.06,Dag4,9
Juliet,Moderne Databases,w1,A1.06,Dag4,9
Leonie,Moderne Databases,w1,A1.06,Dag4,9
Lysbeth,Moderne Databases,w1,A1.06,Dag4,9
Marck,Moderne Databases,w1,A1.06,Dag4,9
Marco,Moderne Databases,w1,A1.06,Dag4,9
Maritte,Moderne Databases,w1,A1.06,Dag4,9
Maron,Moderne Databases,w1,A1.06,Dag4,9
Maryam,Moderne Databases,w1,A1.06,Dag4,9
Maureen,Moderne Databases,w1,A1.06,Dag4,9
Micha,Moderne Databases,w1,A1.06,Dag4,9
Mouna,Moderne Databases,w1,A1.06,Dag4,9
Nanette,Moderne Databases,w1,A1.06,Dag4,9
Neele,Moderne Databases,w1,A1.06,Dag4,9
Nurcan,Moderne Databases,w1,A1.06,Dag4,9
Nuriye,Moderne Databases,w1,A1.06,Dag4,9
Nygel,Moderne Databases,w1,A1.06,Dag4,9
Patryk,Moderne Databases,w1,A1.06,Dag4,9
Pearl,Moderne Databases,w1,A1.08,Dag4,9
Rayn,Moderne Databases,w1,A1.08,Dag4,9
Rein,Moderne Databases,w1,A1.08,Dag4,9
Rhona,Moderne Databases,w1,A1.08,Dag4,9
Rieke,Moderne Databases,w1,A1.08,Dag4,9
Samah,Moderne Databases,w1,A1.08,Dag4,9
Sien,Moderne Databases,w1,A1.08,Dag4,9
Silvy,Moderne Databases,w1,A1.08,Dag4,9
Sivar,Moderne Databases,w1,A1.08,Dag4,9
Skye,Moderne Databases,w1,A1.08,Dag4,9
Vasco,Moderne Databases,w1,A1.08,Dag4,9
Vesna,Moderne Databases,w1,A1.08,Dag4,9
Virginie,Moderne Databases,w1,A1.08,Dag4,9
Yarah,Moderne Databases,w1,A1.08,Dag4,9
Abdul,Moderne Databases,p1,A1.10,Dag4,9
Abram,Moderne Databases,p1,A1.10,Dag4,9
Anes,Moderne Databases,p1,A1.10,Dag4,9
Annamaria,Moderne Databases,p1,A1.10,Dag4,9
Annigje,Moderne Databases,p1,A1.10,Dag4,9
Aya,Moderne Databases,p1,A1.10,Dag4,9
Ceciel,Moderne Databases,p1,A1.10,Dag4,9
Chesney,Moderne Databases,p1,A1.10,Dag4,9
Christoffel,Moderne Databases,p1,A1.10,Dag4,9
Dax,Moderne Databases,p1,A1.10,Dag4,9
